Testcase_ID,Natural_Language_Query,Target_Law,Target_Section,Section_Title
495,What does BNS Section 295 say?,BNS,295,"Sale, etc., of obscene objects to child."
496,What is the punishment for obscene acts and songs under the new BNS?,BNS,296,Obscene acts and songs.
497,What is the punishment for keeping lottery office under the new BNS?,BNS,297,Keeping lottery office.
498,I want to know the legal definition of injuring or defiling place of worship with intent to insult religion of any class.,BNS,298,Injuring or defiling place of worship with intent to insult religion of any class.
499,"Someone did a deliberate and malicious acts, intended to outrage religious feelings of any class by insulting its religion or religious beliefs. What law applies?",BNS,299,"Deliberate and malicious acts, intended to outrage religious feelings of any class by insulting its religion or religious beliefs."
500,What is the section under BNS for disturbing religious assembly?,BNS,300,Disturbing religious assembly.
501,My neighbor entered my plot without my permission.,BNS,301,"Trespassing on burial places, etc."
502,"Tell me about BNS Section 302 regarding uttering words, etc., with deliberate intent to wound religious feelings of any person.",BNS,302,"Uttering words, etc., with deliberate intent to wound religious feelings of any person."
503,Someone stole my phone from my bag. What offence is this?,BNS,303,Theft
504,I want to know the legal definition of snatching.,BNS,304,Snatching
505,A pickpocket took my wallet. Which section applies?,BNS,305,"Theft in a dwelling house, or means of transportation or place of worship, etc."
506,A pickpocket took my wallet. Which section applies?,BNS,306,Theft by clerk or servant of property in possession of master.
507,A pickpocket took my wallet. Which section applies?,BNS,307,"Theft after preparation made for causing death, hurt or restraint in order to committing of theft."
508,What is the section under BNS for extortion?,BNS,308,Extortion.
509,My friend was accused of robbery. What are the consequences?,BNS,309,Robbery
510,Can you explain the offence of dacoity in BNS 2023?,BNS,310,Dacoity
511,"I want to know the legal definition of robbery, or dacoity, with attempt to cause death or grievous hurt.",BNS,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt."
512,What is the punishment for attempt to commit robbery or dacoity when armed with deadly weapon under the new BNS?,BNS,312,Attempt to commit robbery or dacoity when armed with deadly weapon.
513,"My friend was accused of punishment for belonging to gang of robbers, etc. What are the consequences?",BNS,313,"Punishment for belonging to gang of robbers, etc."
514,Someone did a dishonest misappropriation of property. What law applies?,BNS,314,Dishonest misappropriation of property.
515,Can you explain the offence of dishonest misappropriation of property possessed by deceased person at the time of his death in BNS 2023?,BNS,315,Dishonest misappropriation of property possessed by deceased person at the time of his death.
516,Can you explain the offence of criminal breach of trust in BNS 2023?,BNS,316,Criminal breach of trust.
517,What is the section under BNS for stolen property?,BNS,317,Stolen property.
518,I was scammed of 50000 rupees by a fake investment scheme online.,BNS,318,Cheating
519,Someone duped me using fake documents.,BNS,319,Cheating by personation.
520,What is the section under BNS for dishonest or fraudulent removal or concealment of property to prevent distribution among creditors?,BNS,320,Dishonest or fraudulent removal or concealment of property to prevent distribution among creditors.
521,What does BNS Section 321 say?,BNS,321,Dishonestly or fraudulently preventing debt being available for creditors.
522,Someone did a dishonest or fraudulent execution of deed of transfer containing false statement of consideration. What law applies?,BNS,322,Dishonest or fraudulent execution of deed of transfer containing false statement of consideration.
523,What is the punishment for dishonest or fraudulent removal or concealment of property under the new BNS?,BNS,323,Dishonest or fraudulent removal or concealment of property.
524,What is the punishment for mischief under the new BNS?,BNS,324,Mischief
525,Someone did a mischief by killing or maiming animal. What law applies?,BNS,325,Mischief by killing or maiming animal.
526,"Can you explain the offence of mischief by injury, inundation, fire or explosive substance, etc in BNS 2023?",BNS,326,"Mischief by injury, inundation, fire or explosive substance, etc."
527,"What is the section under BNS for mischief with intent to destroy or make unsafe a rail, aircraft, decked vessel or one of twenty tons burden?",BNS,327,"Mischief with intent to destroy or make unsafe a rail, aircraft, decked vessel or one of twenty tons burden."
528,What is the punishment for stealing a laptop?,BNS,328,"Punishment for intentionally running vessel aground or ashore with intent to commit theft, etc."
529,My neighbor entered my plot without my permission.,BNS,329,Criminal trespass and house-trespass.
530,Someone broke into my house at night. What trespass section applies?,BNS,330,House-trespass and hous-ebreaking.
531,Someone broke into my house at night. What trespass section applies?,BNS,331,Punishment for house-trespass or house-breaking.
532,Is entering someone's property without consent a crime?,BNS,332,House-trespass in order to commit offence.
533,Is entering someone's property without consent a crime?,BNS,333,"House-trespass after preparation for hurt, assault or wrongful restraint."
534,My friend was accused of dishonestly breaking open receptacle containing property. What are the consequences?,BNS,334,Dishonestly breaking open receptacle containing property.
535,Tell me about BNS Section 335 regarding making a false document.,BNS,335,Making a false document.
536,I want to know the legal definition of forgery.,BNS,336,Forgery
537,"Tell me about BNS Section 337 regarding forgery of record of court or of public register, etc.",BNS,337,"Forgery of record of Court or of public register, etc."
538,"What is the section under BNS for forgery of valuable security, will, etc?",BNS,338,"Forgery of valuable security, will, etc."
539,"Someone did a having possession of document described in section 337 or section 338, knowing it to be forged and intending to use it as genuine. What law applies?",BNS,339,"Having possession of document described in section 337 or section 338, knowing it to be forged and intending to use it as genuine."
540,Tell me about BNS Section 340 regarding forged document or electronic record and using it as genuine.,BNS,340,Forged document or electronic record and using it as genuine.
541,"What is the section under BNS for making or possessing counterfeit seal, etc., with intent to commit forgery punishable under section 338?",BNS,341,"Making or possessing counterfeit seal, etc., with intent to commit forgery punishable under section 338."
542,"Can you explain the offence of counterfeiting device or mark used for authenticating documents described in section 338, or possessing counterfeit marked material in BNS 2023?",BNS,342,"Counterfeiting device or mark used for authenticating documents described in section 338, or possessing counterfeit marked material."
543,"Tell me about BNS Section 343 regarding fraudulent cancellation, destruction, etc., of will, authority to adopt, or valuable security.",BNS,343,"Fraudulent cancellation, destruction, etc., of will, authority to adopt, or valuable security."
544,What is the punishment for falsification of accounts under the new BNS?,BNS,344,Falsification of accounts.
545,What is the punishment for property mark under the new BNS?,BNS,345,Property mark.
546,Someone did a tampering with property mark with intent to cause injury. What law applies?,BNS,346,Tampering with property mark with intent to cause injury.
547,I want to know the legal definition of counterfeiting a property mark.,BNS,347,Counterfeiting a property mark.
548,What does BNS Section 348 say?,BNS,348,Making or possession of any instrument for counterfeiting a property mark.
549,What is the punishment for selling goods marked with a counterfeit property mark under the new BNS?,BNS,349,Selling goods marked with a counterfeit property mark.
550,What is the punishment for making a false mark upon any receptacle containing goods under the new BNS?,BNS,350,Making a false mark upon any receptacle containing goods.
551,Can you explain the offence of criminal intimidation in BNS 2023?,BNS,351,Criminal intimidation.
552,What is the section under BNS for intentional insult with intent to provoke breach of peace?,BNS,352,Intentional insult with intent to provoke breach of peace.
553,Someone did a statements conducing to public mischief. What law applies?,BNS,353,Statements conducing to public mischief.
554,My friend was accused of act caused by inducing person to believe that he will be rendered an object of divine displeasure. What are the consequences?,BNS,354,Act caused by inducing person to believe that he will be rendered an object of Divine displeasure.
555,Tell me about BNS Section 355 regarding misconduct in public by a drunken person.,BNS,355,Misconduct in public by a drunken person.
556,What is the section under BNS for defamation?,BNS,356,Defamation
557,Someone did a breach of contract to attend on and supply wants of helpless person. What law applies?,BNS,357,Breach of contract to attend on and supply wants of helpless person.
558,Someone did a repeal and savings. What law applies?,BNS,358,Repeal and savings.
559,"What is the rule for short title, extent and commencement in police investigation?",BNSS,1,"Short title, extent and commencement"
560,What does BNSS Section 2 say?,BNSS,2,Definitions
561,How does BNSS 2023 handle construction of references?,BNSS,3,Construction of references
562,"What is the rule for trial of offences under bharatiya nyaya sanhita, 2023 and other laws in police investigation?",BNSS,4,"Trial of offences under Bharatiya Nyaya Sanhita, 2023 and other laws"
563,Tell me about the BNSS Section 5 guidelines.,BNSS,5,Saving
564,What does BNSS Section 6 say?,BNSS,6,Classes of Criminal Courts
565,Tell me about the BNSS Section 7 guidelines.,BNSS,7,Territorial divisions
566,What is the legal process of court of session?,BNSS,8,Court of Session
567,What is the legal process of courts of judicial magistrates?,BNSS,9,Courts of Judicial Magistrates
568,"What is the legal process of chief judicial magistrate and additional chief judicial magistrate, etc?",BNSS,10,"Chief Judicial Magistrate and Additional Chief Judicial Magistrate, etc"
569,What is the rule for special judicial magistrates in police investigation?,BNSS,11,Special Judicial Magistrates
570,What is the procedure for local jurisdiction of judicial magistrates under BNSS?,BNSS,12,Local Jurisdiction of Judicial Magistrates
571,What is the procedure for subordination of judicial magistrates under BNSS?,BNSS,13,Subordination of Judicial Magistrates
572,What is the rule for executive magistrates in police investigation?,BNSS,14,Executive Magistrates
573,Explain Section 15 of BNSS regarding special executive magistrates.,BNSS,15,Special Executive Magistrates
574,Explain Section 16 of BNSS regarding local jurisdiction of executive.,BNSS,16,Local Jurisdiction of Executive
575,What is the legal process of subordination of executive magistrates?,BNSS,17,Subordination of Executive Magistrates
576,Explain Section 18 of BNSS regarding public prosecutors.,BNSS,18,Public Prosecutors
577,What is the legal process of assistant public prosecutors?,BNSS,19,Assistant Public Prosecutors
578,What is the rule for directorate of prosecution in police investigation?,BNSS,20,Directorate of Prosecution
579,What is the legal process of courts by which offences are triable?,BNSS,21,Courts by which offences are triable
580,How does BNSS 2023 handle sentences which high courts and sessions judges may pass?,BNSS,22,Sentences which High Courts and Sessions Judges may pass
581,Tell me about the BNSS Section 23 guidelines.,BNSS,23,Sentences which Magistrates may pass
582,What is the rule for sentence of imprisonment in default of fine in police investigation?,BNSS,24,Sentence of imprisonment in default of fine
583,Tell me about the BNSS Section 25 guidelines.,BNSS,25,Sentence in cases of conviction of several offences at one trial
584,Explain Section 26 of BNSS regarding mode of conferring powers.,BNSS,26,Mode of conferring powers
585,How does BNSS 2023 handle powers of officers appointed?,BNSS,27,Powers of officers appointed
586,How does BNSS 2023 handle withdrawal of powers?,BNSS,28,Withdrawal of powers
587,Tell me about the BNSS Section 29 guidelines.,BNSS,29,Powers of Judges and Magistrates exercisable by their successors-in office
588,What is the rule for powers of superior officers of police in police investigation?,BNSS,30,Powers of superior officers of police
589,What is the rule for public when to assist magistrates and police in police investigation?,BNSS,31,Public when to assist Magistrates and police
590,"What is the procedure for aid to person, other than police officer, executing warrant under BNSS?",BNSS,32,"Aid to person, other than police officer, executing warrant"
591,How does BNSS 2023 handle public to give information of certain offences?,BNSS,33,Public to give information of certain offences
592,What is the procedure for duty of officers employed in connection with affairs of a village to make certain report under BNSS?,BNSS,34,Duty of officers employed in connection with affairs of a village to make certain report.
593,Tell me about the BNSS Section 35 guidelines.,BNSS,35,When police may arrest without warrant
594,Explain Section 36 of BNSS regarding procedure of arrest and duties of officer making arrest.,BNSS,36,Procedure of arrest and duties of officer making arrest
595,Tell me about the BNSS Section 37 guidelines.,BNSS,37,Designated police officer
596,Explain Section 38 of BNSS regarding right of arrested person to meet an advocate of his choice during interrogation.,BNSS,38,Right of arrested person to meet an advocate of his choice during interrogation
597,What does BNSS Section 39 say?,BNSS,39,Arrest on refusal to give name and residence
598,Tell me about the BNSS Section 40 guidelines.,BNSS,40,Arrest by private person and procedure on such arrest
599,What is the legal process of arrest by magistrate?,BNSS,41,Arrest by Magistrate
600,What is the legal process of protection of members of armed forces from arrest?,BNSS,42,Protection of members of Armed Forces from arrest
601,Explain Section 43 of BNSS regarding arrest how made.,BNSS,43,Arrest how made
602,Explain Section 44 of BNSS regarding search of place entered by person sought to be arrested.,BNSS,44,Search of place entered by person sought to be arrested
603,What does BNSS Section 45 say?,BNSS,45,Pursuit of offenders into other jurisdictions
604,How does BNSS 2023 handle no unnecessary restraint?,BNSS,46,No unnecessary restraint
605,What is the legal process of person arrested to be informed of grounds of arrest and of right to bail?,BNSS,47,Person arrested to be informed of grounds of arrest and of right to bail
606,"Explain Section 48 of BNSS regarding obligation of person making arrest to inform about arrest, etc., to relative or friend.",BNSS,48,"Obligation of person making arrest to inform about arrest, etc., to relative or friend"
607,What does BNSS Section 49 say?,BNSS,49,Search of arrested person
608,Tell me about the BNSS Section 50 guidelines.,BNSS,50,Power to seize offensive weapons
609,What does BNSS Section 51 say?,BNSS,51,Examination of accused by medical practitioner at request of police officer
610,Definition of sexual assault and rape under the new laws.,BNSS,52,Examination of person accused of rape by medical practitioner
611,What is the rule for examination of arrested person by medical officer in police investigation?,BNSS,53,Examination of arrested person by medical officer
612,How does BNSS 2023 handle identification of person arrested?,BNSS,54,Identification of person arrested
613,How does BNSS 2023 handle procedure when police officer deputes subordinate to arrest without warrant?,BNSS,55,Procedure when police officer deputes subordinate to arrest without warrant
614,What does BNSS Section 56 say?,BNSS,56,Health and safety of arrested person
615,What is the legal process of person arrested to be taken before magistrate or officer in charge of police station?,BNSS,57,Person arrested to be taken before Magistrate or officer in charge of police station
616,What does BNSS Section 58 say?,BNSS,58,Person arrested not to be detained more than twenty-four hours
617,What is the legal process of police to report apprehensions?,BNSS,59,Police to report apprehensions
618,What does BNSS Section 60 say?,BNSS,60,Discharge of person apprehended
619,"Explain Section 61 of BNSS regarding power, on escape, to pursue and retake.",BNSS,61,"Power, on escape, to pursue and retake"
620,What is the procedure for arrest to be made strictly according to sanhita under BNSS?,BNSS,62,Arrest to be made strictly according to Sanhita
621,What is the rule for form of summons in police investigation?,BNSS,63,Form of summons
622,Tell me about the BNSS Section 64 guidelines.,BNSS,64,Summons how served
623,"Explain Section 65 of BNSS regarding service of summons on corporate bodies, firms, and societies.",BNSS,65,"Service of summons on corporate bodies, firms, and societies"
624,How does BNSS 2023 handle service when persons summoned cannot be found?,BNSS,66,Service when persons summoned cannot be found
625,Tell me about the BNSS Section 67 guidelines.,BNSS,67,Procedure when service cannot be effected as before provided
626,What is the procedure for service on government servant under BNSS?,BNSS,68,Service on Government servant
627,What does BNSS Section 69 say?,BNSS,69,Service of summons outside local limits
628,Explain Section 70 of BNSS regarding proof of service in such cases and when serving officer not present.,BNSS,70,Proof of service in such cases and when serving officer not present
629,What is the legal process of service of summons on witness?,BNSS,71,Service of summons on witness
630,What is the procedure for form of warrant of arrest and duration under BNSS?,BNSS,72,Form of warrant of arrest and duration
631,How does BNSS 2023 handle power to direct security to be taken?,BNSS,73,Power to direct security to be taken
632,What is the procedure for warrants to whom directed under BNSS?,BNSS,74,Warrants to whom directed
633,What is the legal process of warrant may be directed to any person?,BNSS,75,Warrant may be directed to any person
634,What is the rule for warrant directed to police officer in police investigation?,BNSS,76,Warrant directed to police officer
635,What does BNSS Section 77 say?,BNSS,77,Notification of substance of warrant
636,What is the procedure for person arrested to be brought before court without delay under BNSS?,BNSS,78,Person arrested to be brought before Court without delay
637,What is the procedure for where warrant may be executed under BNSS?,BNSS,79,Where warrant may be executed
638,Explain Section 80 of BNSS regarding warrant forwarded for execution outside jurisdiction.,BNSS,80,Warrant forwarded for execution outside jurisdiction
639,What is the procedure for warrant directed to police officer for execution outside jurisdiction under BNSS?,BNSS,81,Warrant directed to police officer for execution outside jurisdiction
640,How does BNSS 2023 handle procedure on arrest of person against whom warrant issued?,BNSS,82,Procedure on arrest of person against whom warrant issued
641,What is the rule for procedure by magistrate before whom such person arrested is brought in police investigation?,BNSS,83,Procedure by Magistrate before whom such person arrested is brought
642,What does BNSS Section 84 say?,BNSS,84,Proclamation for person absconding
643,How does BNSS 2023 handle attachment of property of person absconding?,BNSS,85,Attachment of property of person absconding
644,How does BNSS 2023 handle identification and attachment of property of proclaimed person?,BNSS,86,Identification and attachment of property of proclaimed person
645,What is the procedure for claims and objections to attachment under BNSS?,BNSS,87,Claims and objections to attachment
646,"Explain Section 88 of BNSS regarding release, sale and restoration of attached property.",BNSS,88,"Release, sale and restoration of attached property"
647,What is the procedure for appeal from order rejecting application for restoration of attached property under BNSS?,BNSS,89,Appeal from order rejecting application for restoration of attached property
648,"Explain Section 90 of BNSS regarding issue of warrant in lieu of, or in addition to, summons.",BNSS,90,"Issue of warrant in lieu of, or in addition to, summons"
649,How does BNSS 2023 handle power to take bond or bail bond for appearance?,BNSS,91,Power to take bond or bail bond for appearance
650,Explain Section 92 of BNSS regarding arrest on breach of bond or bail bond for appearance.,BNSS,92,Arrest on breach of bond or bail bond for appearance
651,What is the procedure for provisions of this chapter generally applicable to summons and warrants of arrest under BNSS?,BNSS,93,Provisions of this Chapter generally applicable to summons and warrants of arrest
652,Tell me about the BNSS Section 94 guidelines.,BNSS,94,Summons to produce document or other thing
653,Explain Section 95 of BNSS regarding procedure as to letters.,BNSS,95,Procedure as to letters
654,What is the legal process of when search-warrant may be issued?,BNSS,96,When search-warrant may be issued
655,"How does BNSS 2023 handle search of place suspected to contain stolen property, forged documents, etc?",BNSS,97,"Search of place suspected to contain stolen property, forged documents, etc"
656,What is the rule for power to declare certain publications forfeited and to issue search-warrants for same in police investigation?,BNSS,98,Power to declare certain publications forfeited and to issue search-warrants for same
657,What is the legal process of application to high court to set aside declaration of forfeiture?,BNSS,99,Application to High Court to set aside declaration of forfeiture
658,Explain Section 100 of BNSS regarding search for persons wrongfully confined.,BNSS,100,Search for persons wrongfully confined
659,What is the legal process of power to compel restoration of abducted females?,BNSS,101,Power to compel restoration of abducted females
660,"What is the rule for direction, etc., of search-warrants in police investigation?",BNSS,102,"Direction, etc., of search-warrants"
661,What is the legal process of persons in charge of closed place to allow search?,BNSS,103,Persons in charge of closed place to allow search
662,What is the procedure for disposal of things found in search beyond jurisdiction under BNSS?,BNSS,104,Disposal of things found in search beyond jurisdiction
663,What is the rule for recording of search and seizure through audio-video electronic means in police investigation?,BNSS,105,Recording of search and seizure through audio-video electronic means
664,Explain Section 106 of BNSS regarding power of police officer to seize certain property.,BNSS,106,Power of police officer to seize certain property
665,"What is the rule for attachment, forfeiture or restoration of property in police investigation?",BNSS,107,"Attachment, forfeiture or restoration of property"
666,Tell me about the BNSS Section 108 guidelines.,BNSS,108,Magistrate may direct search in his presence
667,"What is the legal process of power to impound document, etc., produced?",BNSS,109,"Power to impound document, etc., produced"
668,Explain Section 110 of BNSS regarding reciprocal arrangements regarding processes.,BNSS,110,Reciprocal arrangements regarding processes
669,What is the rule for definitions in police investigation?,BNSS,111,Definitions
670,What is the rule for letter of request to competent authority for investigation in a country or place outside india in police investigation?,BNSS,112,Letter of request to competent authority for investigation in a country or place outside India.
671,Explain Section 113 of BNSS regarding letter of request from a country or place outside india to a court or an authority for investigation in india.,BNSS,113,Letter of request from a country or place outside India to a Court or an authority for investigation in India
672,What is the procedure for assistance in securing transfer of persons under BNSS?,BNSS,114,Assistance in securing transfer of persons
673,What is the legal process of assistance in relation to orders of attachment or forfeiture of property?,BNSS,115,Assistance in relation to orders of attachment or forfeiture of property
674,What does BNSS Section 116 say?,BNSS,116,Identifying unlawfully acquired property
675,How does BNSS 2023 handle seizure or attachment of property?,BNSS,117,Seizure or attachment of property
676,What is the legal process of management of properties seized or forfeited under this chapter?,BNSS,118,Management of properties seized or forfeited under this Chapter
677,Explain Section 119 of BNSS regarding notice of forfeiture of property.,BNSS,119,Notice of forfeiture of property
678,Explain Section 120 of BNSS regarding forfeiture of property in certain cases.,BNSS,120,Forfeiture of property in certain cases
679,What is the rule for fine in lieu of forfeiture in police investigation?,BNSS,121,Fine in lieu of forfeiture
680,What is the rule for certain transfers to be null and void in police investigation?,BNSS,122,Certain transfers to be null and void
681,Explain Section 123 of BNSS regarding procedure in respect of letter of request.,BNSS,123,Procedure in respect of letter of request
682,What is the procedure for application of this chapter under BNSS?,BNSS,124,Application of this Chapter
683,What is the rule for security for keeping peace on conviction in police investigation?,BNSS,125,Security for keeping peace on conviction
684,Tell me about the BNSS Section 126 guidelines.,BNSS,126,Security for keeping peace in other cases
685,Tell me about the BNSS Section 127 guidelines.,BNSS,127,Security for good behaviour from persons disseminating certain matters
686,Explain Section 128 of BNSS regarding security for good behaviour from suspected persons.,BNSS,128,Security for good behaviour from suspected persons
687,What is the rule for security for good behaviour from habitual offenders in police investigation?,BNSS,129,Security for good behaviour from habitual offenders
688,How does BNSS 2023 handle order to be made?,BNSS,130,Order to be made
689,How does BNSS 2023 handle procedure in respect of person present in court?,BNSS,131,Procedure in respect of person present in Court
690,What is the rule for summons or warrant in case of person not so present in police investigation?,BNSS,132,Summons or warrant in case of person not so present
691,What is the procedure for copy of order to accompany summons or warrant under BNSS?,BNSS,133,Copy of order to accompany summons or warrant
692,What is the legal process of power to dispense with personal attendance?,BNSS,134,Power to dispense with personal attendance
693,What is the legal process of inquiry as to truth of information?,BNSS,135,Inquiry as to truth of information
694,Explain Section 136 of BNSS regarding order to give security.,BNSS,136,Order to give security
695,What is the legal process of discharge of person informed against?,BNSS,137,Discharge of person informed against
696,Explain Section 138 of BNSS regarding commencement of period for which security is required.,BNSS,138,Commencement of period for which security is required
697,What is the procedure for contents of bond under BNSS?,BNSS,139,Contents of bond
698,What is the procedure for power to reject sureties under BNSS?,BNSS,140,Power to reject sureties
699,What is the legal process of imprisonment in default of security?,BNSS,141,Imprisonment in default of security
700,What is the legal process of power to release persons imprisoned for failing to give security?,BNSS,142,Power to release persons imprisoned for failing to give security
701,Explain Section 143 of BNSS regarding security for unexpired period of bond.,BNSS,143,Security for unexpired period of bond
702,Tell me about the BNSS Section 144 guidelines.,BNSS,144,"Order for maintenance of wives, children and parents"
703,What is the rule for procedure in police investigation?,BNSS,145,Procedure
704,What is the rule for alteration in allowance in police investigation?,BNSS,146,Alteration in allowance
705,What is the rule for enforcement of order of maintenance in police investigation?,BNSS,147,Enforcement of order of maintenance
706,What is the legal process of dispersal of assembly by use of civil force?,BNSS,148,Dispersal of assembly by use of civil force
707,Explain Section 149 of BNSS regarding use of armed forces to disperse assembly.,BNSS,149,Use of armed forces to disperse assembly
708,What is the legal process of power of certain armed force officers to disperse assembly?,BNSS,150,Power of certain armed force officers to disperse assembly
709,"Explain Section 151 of BNSS regarding protection against prosecution for acts done under sections 148, 149 and 150.",BNSS,151,"Protection against prosecution for acts done under sections 148, 149 and 150"
710,What does BNSS Section 152 say?,BNSS,152,Conditional order for removal of nuisance
711,How does BNSS 2023 handle service or notification of order?,BNSS,153,Service or notification of order
712,What does BNSS Section 154 say?,BNSS,154,Person to whom order is addressed to obey or show cause
713,What is the legal process of penalty for failure to comply with section 154?,BNSS,155,Penalty for failure to comply with section 154
714,What is the legal process of procedure where existence of public right is denied?,BNSS,156,Procedure where existence of public right is denied
715,What is the procedure for procedure where person against whom order is made under section 152 appears to show cause under BNSS?,BNSS,157,Procedure where person against whom order is made under section 152 appears to show cause
716,Explain Section 158 of BNSS regarding power of magistrate to direct local investigation and examination of an expert.,BNSS,158,Power of Magistrate to direct local investigation and examination of an expert
717,What does BNSS Section 159 say?,BNSS,159,"Power of Magistrate to furnish written instructions, etc"
718,What is the legal process of procedure on order being made absolute and consequences of disobedience?,BNSS,160,Procedure on order being made absolute and consequences of disobedience
719,What does BNSS Section 161 say?,BNSS,161,Injunction pending inquiry
720,How does BNSS 2023 handle magistrate may prohibit repetition or continuance of public nuisance?,BNSS,162,Magistrate may prohibit repetition or Continuance of public nuisance
721,Explain Section 163 of BNSS regarding power to issue order in urgent cases of nuisance or apprehended danger.,BNSS,163,Power to issue order in urgent cases of nuisance or apprehended danger
722,Explain Section 164 of BNSS regarding procedure where dispute concerning land or water is likely to cause breach of peace.,BNSS,164,Procedure where dispute concerning land or water is likely to cause breach of peace
723,Tell me about the BNSS Section 165 guidelines.,BNSS,165,Power to attach subject of dispute and to appoint receiver
724,Explain Section 166 of BNSS regarding dispute concerning right of use of land or water.,BNSS,166,Dispute concerning right of use of land or water
725,What is the procedure for local inquiry under BNSS?,BNSS,167,Local inquiry
726,Tell me about the BNSS Section 168 guidelines.,BNSS,168,Police to prevent cognizable offences
727,What is the procedure for information of design to commit cognizable offences under BNSS?,BNSS,169,Information of design to commit cognizable offences
728,What does BNSS Section 170 say?,BNSS,170,Arrest to prevent commission of cognizable offences
729,Tell me about the BNSS Section 171 guidelines.,BNSS,171,Prevention of injury to public property
730,What is the rule for persons bound to conform to lawful directions of police in police investigation?,BNSS,172,Persons bound to conform to lawful directions of police
731,What is the procedure for information in cognizable cases under BNSS?,BNSS,173,Information in cognizable cases
732,What is the procedure for information as to non-cognizable cases and investigation of such cases under BNSS?,BNSS,174,Information as to non-cognizable cases and investigation of such cases
733,Tell me about the BNSS Section 175 guidelines.,BNSS,175,Police officer’s power to investigate cognizable case
734,Explain Section 176 of BNSS regarding procedure for investigation.,BNSS,176,Procedure for investigation
735,Tell me about the BNSS Section 177 guidelines.,BNSS,177,Report how submitted
736,How does BNSS 2023 handle power to hold investigation or preliminary inquiry?,BNSS,178,Power to hold investigation or preliminary inquiry
737,How does BNSS 2023 handle police officer's power to require attendance of witnesses?,BNSS,179,Police officer's power to require attendance of witnesses
738,Tell me about the BNSS Section 180 guidelines.,BNSS,180,Examination of witnesses by police
739,What is the legal process of statements to police and use thereof?,BNSS,181,Statements to police and use thereof
740,Tell me about the BNSS Section 182 guidelines.,BNSS,182,No inducement to be offered
741,Explain Section 183 of BNSS regarding recording of confessions and statements.,BNSS,183,Recording of confessions and statements
742,Definition of sexual assault and rape under the new laws.,BNSS,184,Medical examination of victim of rape
743,How does BNSS 2023 handle search by police officer?,BNSS,185,Search by police officer
744,What is the procedure for when officer in charge of police station may require another to issue search-warrant under BNSS?,BNSS,186,When officer in charge of police station may require another to issue search-warrant
745,What does BNSS Section 187 say?,BNSS,187,Procedure when investigation cannot be completed in twenty-four hours
746,What is the legal process of report of investigation by subordinate police officer?,BNSS,188,Report of investigation by subordinate police officer
747,Tell me about the BNSS Section 189 guidelines.,BNSS,189,Release of accused when evidence deficient
748,"What is the rule for cases to be sent to magistrate, when evidence is sufficient in police investigation?",BNSS,190,"Cases to be sent to Magistrate, when evidence is sufficient"
749,Tell me about the BNSS Section 191 guidelines.,BNSS,191,Complainant and witnesses not to be required to accompany police officer and not to be subject to restraint
750,Explain Section 192 of BNSS regarding diary of proceedings in investigation.,BNSS,192,Diary of proceedings in investigation
751,What is the rule for report of police officer on completion of investigation in police investigation?,BNSS,193,Report of police officer on completion of investigation
752,"What is the legal process of police to enquire and report on suicide, etc?",BNSS,194,"Police to enquire and report on suicide, etc"
753,What is the procedure for power to summon persons under BNSS?,BNSS,195,Power to summon persons
754,How does BNSS 2023 handle inquiry by magistrate into cause of death?,BNSS,196,Inquiry by Magistrate into cause of death
755,What is the procedure for ordinary place of inquiry and trial under BNSS?,BNSS,197,Ordinary place of inquiry and trial
756,What is the rule for place of inquiry or trial in police investigation?,BNSS,198,Place of inquiry or trial
757,What is the rule for offence triable where act is done or consequence ensues in police investigation?,BNSS,199,Offence triable where act is done or consequence ensues
758,What does BNSS Section 200 say?,BNSS,200,Place of trial where act is an offence by reason of relation to other offence
759,What does BNSS Section 201 say?,BNSS,201,Place of trial in case of certain offences
760,"What is the rule for offences committed by means of electronic communications, letters, etc in police investigation?",BNSS,202,"Offences committed by means of electronic communications, letters, etc"
761,Tell me about the BNSS Section 203 guidelines.,BNSS,203,Offence committed on journey or voyage
762,What is the procedure for place of trial for offences triable together under BNSS?,BNSS,204,Place of trial for offences triable together
763,Explain Section 205 of BNSS regarding power to order cases to be tried in different sessions divisions.,BNSS,205,Power to order cases to be tried in different sessions divisions
764,"Explain Section 206 of BNSS regarding high court to decide, in case of doubt, district where inquiry or trial shall take place.",BNSS,206,"High Court to decide, in case of doubt, district where inquiry or trial shall take place"
765,Tell me about the BNSS Section 207 guidelines.,BNSS,207,Power to issue summons or warrant for offence committed beyond local jurisdiction
766,What does BNSS Section 208 say?,BNSS,208,Offence committed outside India
767,What is the rule for receipt of evidence relating to offences committed outside india in police investigation?,BNSS,209,Receipt of evidence relating to offences committed outside India
768,What does BNSS Section 210 say?,BNSS,210,Cognizance of offences by Magistrate
769,Explain Section 211 of BNSS regarding transfer on application of accused.,BNSS,211,Transfer on application of accused
770,Tell me about the BNSS Section 212 guidelines.,BNSS,212,Making over of cases to Magistrates
771,How does BNSS 2023 handle cognizance of offences by court of session?,BNSS,213,Cognizance of offences by Court of Session
772,Tell me about the BNSS Section 214 guidelines.,BNSS,214,Additional Sessions Judges to try cases made over to them
