Testcase_ID,Pure_Natural_Language_Query,Target_Law,Target_Section,Section_Title
513,"Is punishment for belonging to gang of robbers, etc considered a crime?",BNS,313,"Punishment for belonging to gang of robbers, etc."
514,My friend was accused of dishonest misappropriation of property. What are the consequences?,BNS,314,Dishonest misappropriation of property.
515,What is the punishment for dishonest misappropriation of property possessed by deceased person at the time of his death?,BNS,315,Dishonest misappropriation of property possessed by deceased person at the time of his death.
516,Is criminal breach of trust considered a crime?,BNS,316,Criminal breach of trust.
517,What happens if someone commits stolen property?,BNS,317,Stolen property.
518,I was scammed of 50000 rupees by a fake investment scheme online.,BNS,318,Cheating
519,Someone duped me using fake documents.,BNS,319,Cheating by personation.
520,My friend was accused of dishonest or fraudulent removal or concealment of property to prevent distribution among creditors. What are the consequences?,BNS,320,Dishonest or fraudulent removal or concealment of property to prevent distribution among creditors.
521,My friend was accused of dishonestly or fraudulently preventing debt being available for creditors. What are the consequences?,BNS,321,Dishonestly or fraudulently preventing debt being available for creditors.
522,My friend was accused of dishonest or fraudulent execution of deed of transfer containing false statement of consideration. What are the consequences?,BNS,322,Dishonest or fraudulent execution of deed of transfer containing false statement of consideration.
523,What is the legal definition of dishonest or fraudulent removal or concealment of property?,BNS,323,Dishonest or fraudulent removal or concealment of property.
524,My friend was accused of mischief. What are the consequences?,BNS,324,Mischief
525,What happens if someone commits mischief by killing or maiming animal?,BNS,325,Mischief by killing or maiming animal.
526,"Can you explain the offence of mischief by injury, inundation, fire or explosive substance, etc?",BNS,326,"Mischief by injury, inundation, fire or explosive substance, etc."
527,"What is the punishment for mischief with intent to destroy or make unsafe a rail, aircraft, decked vessel or one of twenty tons burden?",BNS,327,"Mischief with intent to destroy or make unsafe a rail, aircraft, decked vessel or one of twenty tons burden."
528,What is the punishment for stealing a laptop?,BNS,328,"Punishment for intentionally running vessel aground or ashore with intent to commit theft, etc."
529,My neighbor entered my plot without my permission.,BNS,329,Criminal trespass and house-trespass.
530,Someone broke into my house at night. What trespass section applies?,BNS,330,House-trespass and hous-ebreaking.
531,My neighbor entered my plot without my permission.,BNS,331,Punishment for house-trespass or house-breaking.
532,My neighbor entered my plot without my permission.,BNS,332,House-trespass in order to commit offence.
533,Is entering someone's property without consent a crime?,BNS,333,"House-trespass after preparation for hurt, assault or wrongful restraint."
534,My friend was accused of dishonestly breaking open receptacle containing property. What are the consequences?,BNS,334,Dishonestly breaking open receptacle containing property.
535,My friend was accused of making a false document. What are the consequences?,BNS,335,Making a false document.
536,My friend was accused of forgery. What are the consequences?,BNS,336,Forgery
537,"Can you explain the offence of forgery of record of court or of public register, etc?",BNS,337,"Forgery of record of Court or of public register, etc."
538,"My friend was accused of forgery of valuable security, will, etc. What are the consequences?",BNS,338,"Forgery of valuable security, will, etc."
539,"What is the punishment for having possession of document described in section 337 or section 338, knowing it to be forged and intending to use it as genuine?",BNS,339,"Having possession of document described in section 337 or section 338, knowing it to be forged and intending to use it as genuine."
540,Can you explain the offence of forged document or electronic record and using it as genuine?,BNS,340,Forged document or electronic record and using it as genuine.
541,"My friend was accused of making or possessing counterfeit seal, etc., with intent to commit forgery punishable under section 338. What are the consequences?",BNS,341,"Making or possessing counterfeit seal, etc., with intent to commit forgery punishable under section 338."
542,"Can you explain the offence of counterfeiting device or mark used for authenticating documents described in section 338, or possessing counterfeit marked material?",BNS,342,"Counterfeiting device or mark used for authenticating documents described in section 338, or possessing counterfeit marked material."
543,"My friend was accused of fraudulent cancellation, destruction, etc., of will, authority to adopt, or valuable security. What are the consequences?",BNS,343,"Fraudulent cancellation, destruction, etc., of will, authority to adopt, or valuable security."
544,What is the legal definition of falsification of accounts?,BNS,344,Falsification of accounts.
545,Is property mark considered a crime?,BNS,345,Property mark.
546,What happens if someone commits tampering with property mark with intent to cause injury?,BNS,346,Tampering with property mark with intent to cause injury.
547,Is counterfeiting a property mark considered a crime?,BNS,347,Counterfeiting a property mark.
548,What happens if someone commits making or possession of any instrument for counterfeiting a property mark?,BNS,348,Making or possession of any instrument for counterfeiting a property mark.
549,My friend was accused of selling goods marked with a counterfeit property mark. What are the consequences?,BNS,349,Selling goods marked with a counterfeit property mark.
550,What is the punishment for making a false mark upon any receptacle containing goods?,BNS,350,Making a false mark upon any receptacle containing goods.
551,What is the legal definition of criminal intimidation?,BNS,351,Criminal intimidation.
552,What happens if someone commits intentional insult with intent to provoke breach of peace?,BNS,352,Intentional insult with intent to provoke breach of peace.
553,What is the punishment for statements conducing to public mischief?,BNS,353,Statements conducing to public mischief.
554,What happens if someone commits act caused by inducing person to believe that he will be rendered an object of divine displeasure?,BNS,354,Act caused by inducing person to believe that he will be rendered an object of Divine displeasure.
555,Is misconduct in public by a drunken person considered a crime?,BNS,355,Misconduct in public by a drunken person.
556,My friend was accused of defamation. What are the consequences?,BNS,356,Defamation
557,My friend was accused of breach of contract to attend on and supply wants of helpless person. What are the consequences?,BNS,357,Breach of contract to attend on and supply wants of helpless person.
558,Is repeal and savings considered a crime?,BNS,358,Repeal and savings.
559,"What is the legal procedure for short title, extent and commencement?",BNSS,1,"Short title, extent and commencement"
560,What are the guidelines regarding definitions?,BNSS,2,Definitions
561,How is construction of references handled during a police investigation?,BNSS,3,Construction of references
562,"What is the process of trial of offences under bharatiya nyaya sanhita, 2023 and other laws in court?",BNSS,4,"Trial of offences under Bharatiya Nyaya Sanhita, 2023 and other laws"
563,What is the process of saving in court?,BNSS,5,Saving
564,What are the guidelines regarding classes of criminal courts?,BNSS,6,Classes of Criminal Courts
565,What is the process of territorial divisions in court?,BNSS,7,Territorial divisions
566,What are the guidelines regarding court of session?,BNSS,8,Court of Session
567,What are the guidelines regarding courts of judicial magistrates?,BNSS,9,Courts of Judicial Magistrates
568,"What is the process of chief judicial magistrate and additional chief judicial magistrate, etc in court?",BNSS,10,"Chief Judicial Magistrate and Additional Chief Judicial Magistrate, etc"
569,What is the legal procedure for special judicial magistrates?,BNSS,11,Special Judicial Magistrates
570,How is local jurisdiction of judicial magistrates handled during a police investigation?,BNSS,12,Local Jurisdiction of Judicial Magistrates
571,What are the guidelines regarding subordination of judicial magistrates?,BNSS,13,Subordination of Judicial Magistrates
572,What is the legal procedure for executive magistrates?,BNSS,14,Executive Magistrates
573,What is the process of special executive magistrates in court?,BNSS,15,Special Executive Magistrates
574,How is local jurisdiction of executive handled during a police investigation?,BNSS,16,Local Jurisdiction of Executive
575,What is the legal procedure for subordination of executive magistrates?,BNSS,17,Subordination of Executive Magistrates
576,How is public prosecutors handled during a police investigation?,BNSS,18,Public Prosecutors
577,How is assistant public prosecutors handled during a police investigation?,BNSS,19,Assistant Public Prosecutors
578,How is directorate of prosecution handled during a police investigation?,BNSS,20,Directorate of Prosecution
579,What is the legal procedure for courts by which offences are triable?,BNSS,21,Courts by which offences are triable
580,What is the process of sentences which high courts and sessions judges may pass in court?,BNSS,22,Sentences which High Courts and Sessions Judges may pass
581,What is the legal procedure for sentences which magistrates may pass?,BNSS,23,Sentences which Magistrates may pass
582,What are the guidelines regarding sentence of imprisonment in default of fine?,BNSS,24,Sentence of imprisonment in default of fine
583,How is sentence in cases of conviction of several offences at one trial handled during a police investigation?,BNSS,25,Sentence in cases of conviction of several offences at one trial
584,What is the process of mode of conferring powers in court?,BNSS,26,Mode of conferring powers
585,What is the legal procedure for powers of officers appointed?,BNSS,27,Powers of officers appointed
586,What are the guidelines regarding withdrawal of powers?,BNSS,28,Withdrawal of powers
587,What is the process of powers of judges and magistrates exercisable by their successors-in office in court?,BNSS,29,Powers of Judges and Magistrates exercisable by their successors-in office
588,What is the legal procedure for powers of superior officers of police?,BNSS,30,Powers of superior officers of police
589,How is public when to assist magistrates and police handled during a police investigation?,BNSS,31,Public when to assist Magistrates and police
590,"How is aid to person, other than police officer, executing warrant handled during a police investigation?",BNSS,32,"Aid to person, other than police officer, executing warrant"
591,How is public to give information of certain offences handled during a police investigation?,BNSS,33,Public to give information of certain offences
592,What is the process of duty of officers employed in connection with affairs of a village to make certain report in court?,BNSS,34,Duty of officers employed in connection with affairs of a village to make certain report.
593,What are the guidelines regarding when police may arrest without warrant?,BNSS,35,When police may arrest without warrant
594,What are the guidelines regarding procedure of arrest and duties of officer making arrest?,BNSS,36,Procedure of arrest and duties of officer making arrest
595,What is the legal procedure for designated police officer?,BNSS,37,Designated police officer
596,What is the legal procedure for right of arrested person to meet an advocate of his choice during interrogation?,BNSS,38,Right of arrested person to meet an advocate of his choice during interrogation
597,What are the guidelines regarding arrest on refusal to give name and residence?,BNSS,39,Arrest on refusal to give name and residence
598,What is the process of arrest by private person and procedure on such arrest in court?,BNSS,40,Arrest by private person and procedure on such arrest
599,What is the process of arrest by magistrate in court?,BNSS,41,Arrest by Magistrate
600,How is protection of members of armed forces from arrest handled during a police investigation?,BNSS,42,Protection of members of Armed Forces from arrest
601,What are the guidelines regarding arrest how made?,BNSS,43,Arrest how made
602,What is the legal procedure for search of place entered by person sought to be arrested?,BNSS,44,Search of place entered by person sought to be arrested
603,What is the process of pursuit of offenders into other jurisdictions in court?,BNSS,45,Pursuit of offenders into other jurisdictions
604,What is the process of no unnecessary restraint in court?,BNSS,46,No unnecessary restraint
605,What are the guidelines regarding person arrested to be informed of grounds of arrest and of right to bail?,BNSS,47,Person arrested to be informed of grounds of arrest and of right to bail
606,"What is the legal procedure for obligation of person making arrest to inform about arrest, etc., to relative or friend?",BNSS,48,"Obligation of person making arrest to inform about arrest, etc., to relative or friend"
607,What are the guidelines regarding search of arrested person?,BNSS,49,Search of arrested person
608,How is power to seize offensive weapons handled during a police investigation?,BNSS,50,Power to seize offensive weapons
609,How is examination of accused by medical practitioner at request of police officer handled during a police investigation?,BNSS,51,Examination of accused by medical practitioner at request of police officer
610,What is the definition of sexual assault and rape under the new laws?,BNSS,52,Examination of person accused of rape by medical practitioner
611,What are the guidelines regarding examination of arrested person by medical officer?,BNSS,53,Examination of arrested person by medical officer
612,What are the guidelines regarding identification of person arrested?,BNSS,54,Identification of person arrested
613,How is procedure when police officer deputes subordinate to arrest without warrant handled during a police investigation?,BNSS,55,Procedure when police officer deputes subordinate to arrest without warrant
614,What are the guidelines regarding health and safety of arrested person?,BNSS,56,Health and safety of arrested person
615,What is the legal procedure for person arrested to be taken before magistrate or officer in charge of police station?,BNSS,57,Person arrested to be taken before Magistrate or officer in charge of police station
616,What are the guidelines regarding person arrested not to be detained more than twenty-four hours?,BNSS,58,Person arrested not to be detained more than twenty-four hours
617,What is the process of police to report apprehensions in court?,BNSS,59,Police to report apprehensions
618,What are the guidelines regarding discharge of person apprehended?,BNSS,60,Discharge of person apprehended
619,"What is the process of power, on escape, to pursue and retake in court?",BNSS,61,"Power, on escape, to pursue and retake"
620,What are the guidelines regarding arrest to be made strictly according to sanhita?,BNSS,62,Arrest to be made strictly according to Sanhita
621,How is form of summons handled during a police investigation?,BNSS,63,Form of summons
622,What is the legal procedure for summons how served?,BNSS,64,Summons how served
623,"What is the legal procedure for service of summons on corporate bodies, firms, and societies?",BNSS,65,"Service of summons on corporate bodies, firms, and societies"
624,How is service when persons summoned cannot be found handled during a police investigation?,BNSS,66,Service when persons summoned cannot be found
625,What is the process of procedure when service cannot be effected as before provided in court?,BNSS,67,Procedure when service cannot be effected as before provided
626,What are the guidelines regarding service on government servant?,BNSS,68,Service on Government servant
627,What is the legal procedure for service of summons outside local limits?,BNSS,69,Service of summons outside local limits
628,How is proof of service in such cases and when serving officer not present handled during a police investigation?,BNSS,70,Proof of service in such cases and when serving officer not present
629,What is the legal procedure for service of summons on witness?,BNSS,71,Service of summons on witness
630,How is form of warrant of arrest and duration handled during a police investigation?,BNSS,72,Form of warrant of arrest and duration
631,What is the process of power to direct security to be taken in court?,BNSS,73,Power to direct security to be taken
632,What is the legal procedure for warrants to whom directed?,BNSS,74,Warrants to whom directed
633,What is the legal procedure for warrant may be directed to any person?,BNSS,75,Warrant may be directed to any person
634,What is the legal procedure for warrant directed to police officer?,BNSS,76,Warrant directed to police officer
635,What are the guidelines regarding notification of substance of warrant?,BNSS,77,Notification of substance of warrant
636,What is the legal procedure for person arrested to be brought before court without delay?,BNSS,78,Person arrested to be brought before Court without delay
637,What are the guidelines regarding where warrant may be executed?,BNSS,79,Where warrant may be executed
638,What is the legal procedure for warrant forwarded for execution outside jurisdiction?,BNSS,80,Warrant forwarded for execution outside jurisdiction
639,What is the process of warrant directed to police officer for execution outside jurisdiction in court?,BNSS,81,Warrant directed to police officer for execution outside jurisdiction
640,What is the legal procedure for procedure on arrest of person against whom warrant issued?,BNSS,82,Procedure on arrest of person against whom warrant issued
641,What is the legal procedure for procedure by magistrate before whom such person arrested is brought?,BNSS,83,Procedure by Magistrate before whom such person arrested is brought
642,What is the legal procedure for proclamation for person absconding?,BNSS,84,Proclamation for person absconding
643,What are the guidelines regarding attachment of property of person absconding?,BNSS,85,Attachment of property of person absconding
644,What are the guidelines regarding identification and attachment of property of proclaimed person?,BNSS,86,Identification and attachment of property of proclaimed person
645,How is claims and objections to attachment handled during a police investigation?,BNSS,87,Claims and objections to attachment
646,"What are the guidelines regarding release, sale and restoration of attached property?",BNSS,88,"Release, sale and restoration of attached property"
647,What is the process of appeal from order rejecting application for restoration of attached property in court?,BNSS,89,Appeal from order rejecting application for restoration of attached property
648,"What is the process of issue of warrant in lieu of, or in addition to, summons in court?",BNSS,90,"Issue of warrant in lieu of, or in addition to, summons"
649,What is the legal procedure for power to take bond or bail bond for appearance?,BNSS,91,Power to take bond or bail bond for appearance
650,How is arrest on breach of bond or bail bond for appearance handled during a police investigation?,BNSS,92,Arrest on breach of bond or bail bond for appearance
651,How is provisions of this chapter generally applicable to summons and warrants of arrest handled during a police investigation?,BNSS,93,Provisions of this Chapter generally applicable to summons and warrants of arrest
652,What is the legal procedure for summons to produce document or other thing?,BNSS,94,Summons to produce document or other thing
653,How is procedure as to letters handled during a police investigation?,BNSS,95,Procedure as to letters
654,What are the guidelines regarding when search-warrant may be issued?,BNSS,96,When search-warrant may be issued
655,"How is search of place suspected to contain stolen property, forged documents, etc handled during a police investigation?",BNSS,97,"Search of place suspected to contain stolen property, forged documents, etc"
656,What are the guidelines regarding power to declare certain publications forfeited and to issue search-warrants for same?,BNSS,98,Power to declare certain publications forfeited and to issue search-warrants for same
657,What is the process of application to high court to set aside declaration of forfeiture in court?,BNSS,99,Application to High Court to set aside declaration of forfeiture
658,What is the process of search for persons wrongfully confined in court?,BNSS,100,Search for persons wrongfully confined
659,How is power to compel restoration of abducted females handled during a police investigation?,BNSS,101,Power to compel restoration of abducted females
660,"How is direction, etc., of search-warrants handled during a police investigation?",BNSS,102,"Direction, etc., of search-warrants"
661,How is persons in charge of closed place to allow search handled during a police investigation?,BNSS,103,Persons in charge of closed place to allow search
662,What are the guidelines regarding disposal of things found in search beyond jurisdiction?,BNSS,104,Disposal of things found in search beyond jurisdiction
663,What is the legal procedure for recording of search and seizure through audio-video electronic means?,BNSS,105,Recording of search and seizure through audio-video electronic means
664,What are the guidelines regarding power of police officer to seize certain property?,BNSS,106,Power of police officer to seize certain property
665,"How is attachment, forfeiture or restoration of property handled during a police investigation?",BNSS,107,"Attachment, forfeiture or restoration of property"
666,What is the process of magistrate may direct search in his presence in court?,BNSS,108,Magistrate may direct search in his presence
667,"What are the guidelines regarding power to impound document, etc., produced?",BNSS,109,"Power to impound document, etc., produced"
668,What are the guidelines regarding reciprocal arrangements regarding processes?,BNSS,110,Reciprocal arrangements regarding processes
669,How is definitions handled during a police investigation?,BNSS,111,Definitions
670,What is the legal procedure for letter of request to competent authority for investigation in a country or place outside india?,BNSS,112,Letter of request to competent authority for investigation in a country or place outside India.
671,What are the guidelines regarding letter of request from a country or place outside india to a court or an authority for investigation in india?,BNSS,113,Letter of request from a country or place outside India to a Court or an authority for investigation in India
672,What is the process of assistance in securing transfer of persons in court?,BNSS,114,Assistance in securing transfer of persons
673,What is the legal procedure for assistance in relation to orders of attachment or forfeiture of property?,BNSS,115,Assistance in relation to orders of attachment or forfeiture of property
674,What are the guidelines regarding identifying unlawfully acquired property?,BNSS,116,Identifying unlawfully acquired property
675,What is the legal procedure for seizure or attachment of property?,BNSS,117,Seizure or attachment of property
676,What is the legal procedure for management of properties seized or forfeited under this chapter?,BNSS,118,Management of properties seized or forfeited under this Chapter
677,What is the legal procedure for notice of forfeiture of property?,BNSS,119,Notice of forfeiture of property
678,How is forfeiture of property in certain cases handled during a police investigation?,BNSS,120,Forfeiture of property in certain cases
679,What is the process of fine in lieu of forfeiture in court?,BNSS,121,Fine in lieu of forfeiture
680,How is certain transfers to be null and void handled during a police investigation?,BNSS,122,Certain transfers to be null and void
681,What are the guidelines regarding procedure in respect of letter of request?,BNSS,123,Procedure in respect of letter of request
682,How is application of this chapter handled during a police investigation?,BNSS,124,Application of this Chapter
683,What are the guidelines regarding security for keeping peace on conviction?,BNSS,125,Security for keeping peace on conviction
684,What is the legal procedure for security for keeping peace in other cases?,BNSS,126,Security for keeping peace in other cases
685,What is the legal procedure for security for good behaviour from persons disseminating certain matters?,BNSS,127,Security for good behaviour from persons disseminating certain matters
686,How is security for good behaviour from suspected persons handled during a police investigation?,BNSS,128,Security for good behaviour from suspected persons
687,What is the legal procedure for security for good behaviour from habitual offenders?,BNSS,129,Security for good behaviour from habitual offenders
688,What is the legal procedure for order to be made?,BNSS,130,Order to be made
689,How is procedure in respect of person present in court handled during a police investigation?,BNSS,131,Procedure in respect of person present in Court
690,How is summons or warrant in case of person not so present handled during a police investigation?,BNSS,132,Summons or warrant in case of person not so present
691,What is the process of copy of order to accompany summons or warrant in court?,BNSS,133,Copy of order to accompany summons or warrant
692,What is the legal procedure for power to dispense with personal attendance?,BNSS,134,Power to dispense with personal attendance
693,What are the guidelines regarding inquiry as to truth of information?,BNSS,135,Inquiry as to truth of information
694,What are the guidelines regarding order to give security?,BNSS,136,Order to give security
695,What are the guidelines regarding discharge of person informed against?,BNSS,137,Discharge of person informed against
696,What is the legal procedure for commencement of period for which security is required?,BNSS,138,Commencement of period for which security is required
697,How is contents of bond handled during a police investigation?,BNSS,139,Contents of bond
698,What are the guidelines regarding power to reject sureties?,BNSS,140,Power to reject sureties
699,What is the legal procedure for imprisonment in default of security?,BNSS,141,Imprisonment in default of security
700,What is the legal procedure for power to release persons imprisoned for failing to give security?,BNSS,142,Power to release persons imprisoned for failing to give security
701,How is security for unexpired period of bond handled during a police investigation?,BNSS,143,Security for unexpired period of bond
702,"How is order for maintenance of wives, children and parents handled during a police investigation?",BNSS,144,"Order for maintenance of wives, children and parents"
703,How is procedure handled during a police investigation?,BNSS,145,Procedure
704,What are the guidelines regarding alteration in allowance?,BNSS,146,Alteration in allowance
705,How is enforcement of order of maintenance handled during a police investigation?,BNSS,147,Enforcement of order of maintenance
706,How is dispersal of assembly by use of civil force handled during a police investigation?,BNSS,148,Dispersal of assembly by use of civil force
707,How is use of armed forces to disperse assembly handled during a police investigation?,BNSS,149,Use of armed forces to disperse assembly
708,What are the guidelines regarding power of certain armed force officers to disperse assembly?,BNSS,150,Power of certain armed force officers to disperse assembly
709,"What are the guidelines regarding protection against prosecution for acts done under sections 148, 149 and 150?",BNSS,151,"Protection against prosecution for acts done under sections 148, 149 and 150"
710,How is conditional order for removal of nuisance handled during a police investigation?,BNSS,152,Conditional order for removal of nuisance
711,What are the guidelines regarding service or notification of order?,BNSS,153,Service or notification of order
712,What is the legal procedure for person to whom order is addressed to obey or show cause?,BNSS,154,Person to whom order is addressed to obey or show cause
713,What are the guidelines regarding penalty for failure to comply with section 154?,BNSS,155,Penalty for failure to comply with section 154
714,What is the process of procedure where existence of public right is denied in court?,BNSS,156,Procedure where existence of public right is denied
715,What is the process of procedure where person against whom order is made under section 152 appears to show cause in court?,BNSS,157,Procedure where person against whom order is made under section 152 appears to show cause
716,What is the process of power of magistrate to direct local investigation and examination of an expert in court?,BNSS,158,Power of Magistrate to direct local investigation and examination of an expert
717,"How is power of magistrate to furnish written instructions, etc handled during a police investigation?",BNSS,159,"Power of Magistrate to furnish written instructions, etc"
718,What is the process of procedure on order being made absolute and consequences of disobedience in court?,BNSS,160,Procedure on order being made absolute and consequences of disobedience
719,What is the process of injunction pending inquiry in court?,BNSS,161,Injunction pending inquiry
720,What are the guidelines regarding magistrate may prohibit repetition or continuance of public nuisance?,BNSS,162,Magistrate may prohibit repetition or Continuance of public nuisance
721,What is the process of power to issue order in urgent cases of nuisance or apprehended danger in court?,BNSS,163,Power to issue order in urgent cases of nuisance or apprehended danger
722,What is the process of procedure where dispute concerning land or water is likely to cause breach of peace in court?,BNSS,164,Procedure where dispute concerning land or water is likely to cause breach of peace
723,What is the legal procedure for power to attach subject of dispute and to appoint receiver?,BNSS,165,Power to attach subject of dispute and to appoint receiver
724,How is dispute concerning right of use of land or water handled during a police investigation?,BNSS,166,Dispute concerning right of use of land or water
725,What is the legal procedure for local inquiry?,BNSS,167,Local inquiry
726,What are the guidelines regarding police to prevent cognizable offences?,BNSS,168,Police to prevent cognizable offences
727,What is the legal procedure for information of design to commit cognizable offences?,BNSS,169,Information of design to commit cognizable offences
728,What are the guidelines regarding arrest to prevent commission of cognizable offences?,BNSS,170,Arrest to prevent commission of cognizable offences
729,What are the guidelines regarding prevention of injury to public property?,BNSS,171,Prevention of injury to public property
730,What is the process of persons bound to conform to lawful directions of police in court?,BNSS,172,Persons bound to conform to lawful directions of police
731,What are the guidelines regarding information in cognizable cases?,BNSS,173,Information in cognizable cases
732,What is the legal procedure for information as to non-cognizable cases and investigation of such cases?,BNSS,174,Information as to non-cognizable cases and investigation of such cases
733,What is the legal procedure for police officer’s power to investigate cognizable case?,BNSS,175,Police officer’s power to investigate cognizable case
734,What is the process of procedure for investigation in court?,BNSS,176,Procedure for investigation
735,What is the process of report how submitted in court?,BNSS,177,Report how submitted
736,What is the process of power to hold investigation or preliminary inquiry in court?,BNSS,178,Power to hold investigation or preliminary inquiry
737,What are the guidelines regarding police officer's power to require attendance of witnesses?,BNSS,179,Police officer's power to require attendance of witnesses
738,What are the guidelines regarding examination of witnesses by police?,BNSS,180,Examination of witnesses by police
739,What is the legal procedure for statements to police and use thereof?,BNSS,181,Statements to police and use thereof
740,How is no inducement to be offered handled during a police investigation?,BNSS,182,No inducement to be offered
741,What is the process of recording of confessions and statements in court?,BNSS,183,Recording of confessions and statements
742,What is the definition of sexual assault and rape under the new laws?,BNSS,184,Medical examination of victim of rape
743,What are the guidelines regarding search by police officer?,BNSS,185,Search by police officer
744,What is the legal procedure for when officer in charge of police station may require another to issue search-warrant?,BNSS,186,When officer in charge of police station may require another to issue search-warrant
745,What is the legal procedure for procedure when investigation cannot be completed in twenty-four hours?,BNSS,187,Procedure when investigation cannot be completed in twenty-four hours
746,What are the guidelines regarding report of investigation by subordinate police officer?,BNSS,188,Report of investigation by subordinate police officer
747,What is the process of release of accused when evidence deficient in court?,BNSS,189,Release of accused when evidence deficient
748,"What is the legal procedure for cases to be sent to magistrate, when evidence is sufficient?",BNSS,190,"Cases to be sent to Magistrate, when evidence is sufficient"
749,What are the guidelines regarding complainant and witnesses not to be required to accompany police officer and not to be subject to restraint?,BNSS,191,Complainant and witnesses not to be required to accompany police officer and not to be subject to restraint
750,What are the guidelines regarding diary of proceedings in investigation?,BNSS,192,Diary of proceedings in investigation
751,What are the guidelines regarding report of police officer on completion of investigation?,BNSS,193,Report of police officer on completion of investigation
752,"What are the guidelines regarding police to enquire and report on suicide, etc?",BNSS,194,"Police to enquire and report on suicide, etc"
753,What is the legal procedure for power to summon persons?,BNSS,195,Power to summon persons
754,What is the legal procedure for inquiry by magistrate into cause of death?,BNSS,196,Inquiry by Magistrate into cause of death
755,What is the legal procedure for ordinary place of inquiry and trial?,BNSS,197,Ordinary place of inquiry and trial
756,What is the process of place of inquiry or trial in court?,BNSS,198,Place of inquiry or trial
757,How is offence triable where act is done or consequence ensues handled during a police investigation?,BNSS,199,Offence triable where act is done or consequence ensues
758,What are the guidelines regarding place of trial where act is an offence by reason of relation to other offence?,BNSS,200,Place of trial where act is an offence by reason of relation to other offence
759,What are the guidelines regarding place of trial in case of certain offences?,BNSS,201,Place of trial in case of certain offences
760,"What is the process of offences committed by means of electronic communications, letters, etc in court?",BNSS,202,"Offences committed by means of electronic communications, letters, etc"
761,What are the guidelines regarding offence committed on journey or voyage?,BNSS,203,Offence committed on journey or voyage
762,What is the process of place of trial for offences triable together in court?,BNSS,204,Place of trial for offences triable together
763,What are the guidelines regarding power to order cases to be tried in different sessions divisions?,BNSS,205,Power to order cases to be tried in different sessions divisions
764,"What are the guidelines regarding high court to decide, in case of doubt, district where inquiry or trial shall take place?",BNSS,206,"High Court to decide, in case of doubt, district where inquiry or trial shall take place"
765,How is power to issue summons or warrant for offence committed beyond local jurisdiction handled during a police investigation?,BNSS,207,Power to issue summons or warrant for offence committed beyond local jurisdiction
766,How is offence committed outside india handled during a police investigation?,BNSS,208,Offence committed outside India
767,What is the process of receipt of evidence relating to offences committed outside india in court?,BNSS,209,Receipt of evidence relating to offences committed outside India
768,What are the guidelines regarding cognizance of offences by magistrate?,BNSS,210,Cognizance of offences by Magistrate
769,What are the guidelines regarding transfer on application of accused?,BNSS,211,Transfer on application of accused
770,What is the legal procedure for making over of cases to magistrates?,BNSS,212,Making over of cases to Magistrates
771,What is the process of cognizance of offences by court of session in court?,BNSS,213,Cognizance of offences by Court of Session
772,What is the legal procedure for additional sessions judges to try cases made over to them?,BNSS,214,Additional Sessions Judges to try cases made over to them
773,"What are the guidelines regarding prosecution for contempt of lawful authority of public servants, for offences against public justice and for offences relating to documents given in evidence?",BNSS,215,"Prosecution for contempt of lawful authority of public servants, for offences against public justice and for offences relating to documents given in evidence"
774,"How is procedure for witnesses in case of threatening, etc handled during a police investigation?",BNSS,216,"Procedure for witnesses in case of threatening, etc"
775,What is the legal procedure for prosecution for offences against state and for criminal conspiracy to commit such offence?,BNSS,217,Prosecution for offences against State and for criminal conspiracy to commit such offence.
776,What is the legal procedure for prosecution of judges and public servants?,BNSS,218,Prosecution of Judges and public servants
777,What are the guidelines regarding prosecution for offences against marriage?,BNSS,219,Prosecution for offences against marriage
778,"What is the process of prosecution of offences under section 85 of bharatiya nyaya sanhita, 2023 in court?",BNSS,220,"Prosecution of offences under section 85 of Bharatiya Nyaya Sanhita, 2023"
779,What are the guidelines regarding cognizance of offence?,BNSS,221,Cognizance of offence
780,What are the guidelines regarding prosecution for defamation?,BNSS,222,Prosecution for defamation
781,What is the process of examination of complainant in court?,BNSS,223,Examination of complainant
782,What is the process of procedure by magistrate not competent to take cognizance of case in court?,BNSS,224,Procedure by Magistrate not competent to take cognizance of case
783,What is the legal procedure for postponement of issue of process?,BNSS,225,Postponement of issue of process
784,What are the guidelines regarding dismissal of complaint?,BNSS,226,Dismissal of complaint
785,What are the guidelines regarding issue of process?,BNSS,227,Issue of process
786,How is magistrate may dispense with personal attendance of accused handled during a police investigation?,BNSS,228,Magistrate may dispense with personal attendance of accused
787,How is special summons in cases of petty offence handled during a police investigation?,BNSS,229,Special summons in cases of petty offence
788,What is the process of supply to accused of copy of police report and other documents in court?,BNSS,230,Supply to accused of copy of police report and other documents
789,What are the guidelines regarding supply of copies of statements and documents to accused in other cases triable by court of session?,BNSS,231,Supply of copies of statements and documents to accused in other cases triable by Court of Session
790,How is commitment of case to court of session when offence is triable exclusively by it handled during a police investigation?,BNSS,232,Commitment of case to Court of Session when offence is triable exclusively by it
791,How is procedure to be followed when there is a complaint case and police investigation in respect of same offence handled during a police investigation?,BNSS,233,Procedure to be followed when there is a complaint case and police investigation in respect of same offence
792,How is contents of charge handled during a police investigation?,BNSS,234,Contents of charge
793,"What are the guidelines regarding particulars as to time, place and person?",BNSS,235,"Particulars as to time, place and person"
